case_id,variant,dataset_type,defect_categories,expected_decision,predicted_decision,contract_valid,parse_error,latency_seconds,input_tokens,output_tokens
e1-question_answer-20,base,question_answer,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.158061694353819,237,60
e1-question_answer-21,base,question_answer,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.5142572838813066,266,79
e1-instruction_response-01,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.79700699262321,252,41
e1-instruction_response-02,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7942487960681319,252,41
e1-instruction_response-03,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7951181149110198,252,41
e1-instruction_response-04,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.8106015073135495,252,42
e1-instruction_response-05,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.8310260251164436,252,41
e1-instruction_response-06,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7974040526896715,252,41
e1-instruction_response-07,base,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.8001291789114475,252,41
e1-instruction_response-08,base,instruction_response,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.9042370542883873,242,47
e1-instruction_response-09,base,instruction_response,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8737517585977912,258,45
e1-instruction_response-10,base,instruction_response,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8712559100240469,252,45
e1-instruction_response-11,base,instruction_response,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.495177241973579,265,78
e1-instruction_response-12,base,instruction_response,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.981788357719779,246,51
e1-instruction_response-13,base,instruction_response,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.7445103479549289,249,92
e1-instruction_response-14,base,instruction_response,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8180699581280351,283,42
e1-instruction_response-15,base,instruction_response,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.5969452690333128,264,84
e1-instruction_response-16,base,instruction_response,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.3766431221738458,258,72
e1-instruction_response-17,base,instruction_response,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.8908589975908399,282,46
e1-instruction_response-18,base,instruction_response,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.3008159548044205,255,68
e1-instruction_response-19,base,instruction_response,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.910424342378974,269,100
e1-instruction_response-20,base,instruction_response,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.3995323851704597,239,73
e1-instruction_response-21,base,instruction_response,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.3997039552778006,269,73
e1-classification-01,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6979991588741541,251,36
e1-classification-02,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.703325692564249,251,36
e1-classification-03,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6995094269514084,251,36
e1-classification-04,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6816568672657013,251,35
e1-classification-05,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6998869171366096,251,36
e1-classification-06,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6974375192075968,251,36
e1-classification-07,base,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.6980813192203641,251,36
e1-classification-08,base,classification,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.681504987180233,247,35
e1-classification-09,base,classification,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.7015142440795898,257,36
e1-classification-10,base,classification,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.7196126850321889,252,37
e1-classification-11,base,classification,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.094921998679638,251,57
e1-classification-12,base,classification,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.9477608036249876,249,49
e1-classification-13,base,classification,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.1678332490846515,254,61
e1-classification-14,base,classification,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.72023840341717,275,37
e1-classification-15,base,classification,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.0746869714930654,269,56
e1-classification-16,base,classification,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.7988823661580682,263,41
e1-classification-17,base,classification,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.7396985208615661,275,38
e1-classification-18,base,classification,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,2.7353847436606884,260,144
e1-classification-19,base,classification,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.185809507034719,274,61
e1-classification-20,base,classification,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.2778868852183223,244,67
e1-classification-21,base,classification,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.8879408966749907,274,46
e1-scenario_expected_result-01,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7393869124352932,267,38
e1-scenario_expected_result-02,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7382522635161877,267,38
e1-scenario_expected_result-03,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.738865440711379,267,38
e1-scenario_expected_result-04,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7370702438056469,267,38
e1-scenario_expected_result-05,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7365553732961416,267,38
e1-scenario_expected_result-06,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7384278913959861,267,38
e1-scenario_expected_result-07,base,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.7391064316034317,267,38
e1-scenario_expected_result-08,base,scenario_expected_result,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.959987435489893,252,50
e1-scenario_expected_result-09,base,scenario_expected_result,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.7382411221042275,273,38
e1-scenario_expected_result-10,base,scenario_expected_result,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8161677252501249,268,38
e1-scenario_expected_result-11,base,scenario_expected_result,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.8333258079364896,276,94
e1-scenario_expected_result-12,base,scenario_expected_result,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8688053963705897,256,45
e1-scenario_expected_result-13,base,scenario_expected_result,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.8656872818246484,259,98
e1-scenario_expected_result-14,base,scenario_expected_result,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.0399371962994337,302,54
e1-scenario_expected_result-15,base,scenario_expected_result,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,2.4787571001797915,276,131
e1-scenario_expected_result-16,base,scenario_expected_result,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.6797952875494957,270,88
e1-scenario_expected_result-17,base,scenario_expected_result,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.7390199396759272,302,38
e1-scenario_expected_result-18,base,scenario_expected_result,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.8119395095854998,267,42
e1-scenario_expected_result-19,base,scenario_expected_result,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,2.395420940592885,281,127
e1-scenario_expected_result-20,base,scenario_expected_result,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.5058462377637625,249,79
e1-scenario_expected_result-21,base,scenario_expected_result,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.9983949419111013,281,52
e1-custom-01,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.9652895480394363,309,50
e1-custom-02,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.979066182859242,309,50
e1-custom-03,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.9708688305690885,309,50
e1-custom-04,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.8155261036008596,309,42
e1-custom-05,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,1.0420204615220428,309,54
e1-custom-06,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,0.9630891289561987,309,50
e1-custom-07,base,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,1.0383549453690648,309,54
e1-custom-08,base,custom,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8135581566020846,305,42
e1-custom-09,base,custom,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.7764092469587922,315,40
e1-custom-10,base,custom,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,0.8161772033199668,309,42
e1-custom-11,base,custom,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.331982838921249,309,69
e1-custom-12,base,custom,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.3498038984835148,307,71
e1-custom-13,base,custom,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.7488266453146935,307,92
e1-custom-14,base,custom,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,1.3544576037675142,338,70
e1-custom-15,base,custom,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.8453533975407481,327,96
e1-custom-16,base,custom,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.5859455550089478,321,83
e1-custom-17,base,custom,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,0.8142364043742418,338,42
e1-custom-18,base,custom,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.5000162702053785,318,79
e1-custom-19,base,custom,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,2.382427697069943,332,126
e1-custom-20,base,custom,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,1.7316910913214087,297,91
e1-custom-21,base,custom,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,2.0277217607945204,332,107
e1-question_answer-01,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.630180640146136,244,141
e1-question_answer-02,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.627651290036738,244,141
e1-question_answer-03,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.620866844430566,244,141
e1-question_answer-04,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.634645945392549,244,141
e1-question_answer-05,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.657472928985953,244,141
e1-question_answer-06,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.669531291350722,244,141
e1-question_answer-07,fine_tuned,question_answer,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.636547525413334,244,141
e1-question_answer-08,fine_tuned,question_answer,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.629414611496031,239,141
e1-question_answer-09,fine_tuned,question_answer,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.633015223778784,250,141
e1-question_answer-10,fine_tuned,question_answer,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.620023925788701,245,141
e1-question_answer-11,fine_tuned,question_answer,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.331369726918638,261,132
e1-question_answer-12,fine_tuned,question_answer,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.434382360428572,241,135
e1-question_answer-13,fine_tuned,question_answer,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.423273779451847,247,135
e1-question_answer-14,fine_tuned,question_answer,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.670197889208794,268,141
e1-question_answer-15,fine_tuned,question_answer,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,5.60261576063931,261,170
e1-question_answer-16,fine_tuned,question_answer,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.204465627670288,244,218
e1-question_answer-17,fine_tuned,question_answer,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.430658942088485,268,256
e1-question_answer-18,fine_tuned,question_answer,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.374471937306225,252,256
e1-question_answer-19,fine_tuned,question_answer,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.367621668614447,266,256
e1-question_answer-20,fine_tuned,question_answer,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.421032009646297,237,256
e1-question_answer-21,fine_tuned,question_answer,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.440272308886051,266,226
e1-instruction_response-01,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.479160820133984,252,256
e1-instruction_response-02,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.652195466682315,252,256
e1-instruction_response-03,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.45233959518373,252,256
e1-instruction_response-04,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,7.4353429190814495,252,223
e1-instruction_response-05,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.473949876613915,252,256
e1-instruction_response-06,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.508299372158945,252,256
e1-instruction_response-07,fine_tuned,instruction_response,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.526732852682471,252,256
e1-instruction_response-08,fine_tuned,instruction_response,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,7.254324700683355,242,220
e1-instruction_response-09,fine_tuned,instruction_response,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.460448822006583,258,256
e1-instruction_response-10,fine_tuned,instruction_response,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.44718607608229,252,256
e1-instruction_response-11,fine_tuned,instruction_response,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.452981953509152,265,256
e1-instruction_response-12,fine_tuned,instruction_response,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.478305967524648,246,135
e1-instruction_response-13,fine_tuned,instruction_response,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.447327110916376,249,135
e1-instruction_response-14,fine_tuned,instruction_response,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.920498583465815,283,209
e1-instruction_response-15,fine_tuned,instruction_response,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.274548107758164,264,219
e1-instruction_response-16,fine_tuned,instruction_response,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,6.340320375747979,258,193
e1-instruction_response-17,fine_tuned,instruction_response,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,3.0179482707753778,282,91
e1-instruction_response-18,fine_tuned,instruction_response,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,6.863810135051608,255,205
e1-instruction_response-19,fine_tuned,instruction_response,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.277587891556323,269,131
e1-instruction_response-20,fine_tuned,instruction_response,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.029312499798834,239,215
e1-instruction_response-21,fine_tuned,instruction_response,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.67780885566026,269,233
e1-classification-01,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.389263008721173,251,256
e1-classification-02,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.332408837042749,251,256
e1-classification-03,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.445006393827498,251,256
e1-classification-04,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.3876744331792,251,256
e1-classification-05,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.60213847272098,251,256
e1-classification-06,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.446747524663806,251,256
e1-classification-07,fine_tuned,classification,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.434903723187745,251,256
e1-classification-08,fine_tuned,classification,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.43223322276026,247,256
e1-classification-09,fine_tuned,classification,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.231893572025001,257,189
e1-classification-10,fine_tuned,classification,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.473989004269242,252,256
e1-classification-11,fine_tuned,classification,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.4615048775449395,251,135
e1-classification-12,fine_tuned,classification,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.47021020296961,249,256
e1-classification-13,fine_tuned,classification,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.487473954446614,254,135
e1-classification-14,fine_tuned,classification,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.460214166902006,275,256
e1-classification-15,fine_tuned,classification,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.449301054701209,269,256
e1-classification-16,fine_tuned,classification,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.61772738955915,263,138
e1-classification-17,fine_tuned,classification,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.441479017026722,275,256
e1-classification-18,fine_tuned,classification,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,6.218642451800406,260,189
e1-classification-19,fine_tuned,classification,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.599487834610045,274,139
e1-classification-20,fine_tuned,classification,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.511064615100622,244,136
e1-classification-21,fine_tuned,classification,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.754951836541295,274,234
e1-scenario_expected_result-01,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.349214652553201,267,192
e1-scenario_expected_result-02,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.318109527230263,267,192
e1-scenario_expected_result-03,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.329664571210742,267,192
e1-scenario_expected_result-04,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.323911076411605,267,192
e1-scenario_expected_result-05,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,8.416075758635998,267,256
e1-scenario_expected_result-06,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.300158887170255,267,192
e1-scenario_expected_result-07,fine_tuned,scenario_expected_result,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,6.357767729088664,267,192
e1-scenario_expected_result-08,fine_tuned,scenario_expected_result,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.132979496382177,252,186
e1-scenario_expected_result-09,fine_tuned,scenario_expected_result,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.831722889095545,273,203
